feature,mean_abs_shap,selected,index_in_selected,config_name,model_name,original_f1,original_auc
fwd_pos_arachidonoyl ethanolamide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_behenoyl sphingomyelin (d18:1/22:0),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-GPC (18:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_bilirubin (E,Z or Z,E)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_campesterol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_cholesterol,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_cis-4-decenoyl carnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_decanoylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_delta-tocopherol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-GPE (18:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-2-oleoyl-GPE (18:0/18:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-stearoyl-GPC (16:0/18:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-oleoyl-GPC (16:0/18:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-oleoyl-GPE (16:0/18:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-2-oleoyl-GPC (18:0/18:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-GPC (16:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoyl-GPE (16:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-2-linoleoyl-GPC (18:0/18:2),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-stearoyl-2-linoleoyl-GPE (18:0/18:2),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_erythritol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_erythronate*,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_ethylmalonate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_glycerol 3-phosphate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylphenylalanine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylthreonine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylvaline,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_glutamate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_glutamine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_glutarylcarnitine (C5),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_glycine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylhistidine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_guanidinosuccinate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_histidine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_homoarginine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_homostachydrine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_hypotaurine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_imidazole propionate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylleucine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylglycine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_isobutyrylcarnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_cystine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"rev_pos_cys-gly, oxidized",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_cystathionine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_cysteine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_cysteine sulfinic acid,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_cysteine-glutathione disulfide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_cysteinylglycine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_deoxycarnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylglutamine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_dimethylglycine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_ectoine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_ergothioneine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamyl-2-aminobutyrate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamyl-epsilon-lysine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_gamma-glutamylalanine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_indolepropionate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_isoleucine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_choline phosphate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"rev_pos_N6,N6,N6-trimethyllysine",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-methylproline,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N1-Methyl-2-pyridone-5-carboxamide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N1-methyladenosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N1-methylinosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"rev_pos_N2,N2-dimethylguanosine",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N4-acetylcytidine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N6-methyladenosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetylputrescine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_nicotinamide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_ornithine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_phenylacetylglutamine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_phenylalanine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_1,2-dioleoyl-GPC (18:1/18:1)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_pro-hydroxy-pro,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-methylpipecolate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetylproline,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_isovalerylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_methionine sulfone,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_kynurenate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_kynurenine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_leucine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_leucylalanine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_lysine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_methionine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_methionine sulfoxide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetylneuraminate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_methyl indole-3-acetate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetyl-1-methylhistidine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetyl-aspartyl-glutamate (NAAG),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetylarginine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetylasparagine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_N-acetylcarnosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_creatinine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_choline,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_fructose,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_N-acetylserine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_methylmalonate (MMA),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_methylsuccinate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_myo-inositol,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_N-acetylalanine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_N-acetylaspartate (NAA),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_N-acetylglutamate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_N-acetylthreonine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_mannitol/sorbitol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_N-delta-acetylornithine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_orotate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_orotidine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_phenylpyruvate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_pyruvate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_quinate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_mannose,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_maltose,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_ribonate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_glycerate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_fumarate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_galactonate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_gluconate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_glucose,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_glucuronate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_glutarate (pentanedioate),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_glycerophosphoethanolamine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_malonate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_glycerophosphorylcholine (GPC),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_guanidinoacetate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_gulonic acid*,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_hydantoin-5-propionic acid,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_imidazole lactate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_maleate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_ribitol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_salicylate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_carnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_adipate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_5-methylthioadenosine (MTA),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_7-methylguanine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_7-methylxanthine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_acetylcarnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_adenine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_adenosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_adipoylcarnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_5-hydroxyindoleacetate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_ADSGEGDFXAEGGGVR,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_arginine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_beta-alanine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_betaine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_butyrylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_caffeine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_5-hydroxylysine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_4-imidazoleacetate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_serine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_2-aminoheptanoate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_succinate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_threonate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_trans-4-hydroxyproline,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_1-methylguanidine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_1-methylimidazoleacetate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_1-methylnicotinamide,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_2-methylbutyrylcarnitine (C5),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_4-guanidinobutanoate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_2-methylmalonyl carnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_2-piperidinone,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_3-aminoisobutyrate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_3-methoxytyrosine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_3-methylglutarylcarnitine (2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_3-ureidopropionate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_xanthine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
