config_name,model_name,scaling,feature_selection,n_features,balancing,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc,best_params,success,error,external_validated,external_accuracy,external_precision,external_recall,external_f1,external_auc,external_n_disease,external_n_healthy,external_disease_pred_positive_rate,external_healthy_pred_positive_rate,generalization_gap,project,task_name,disease_abbr,disease_full,geography_abbr,geography_full,sequencer_abbr,sequencer_full,n_disease,n_healthy,external_source
NoScale_variance_199f(10%)_NoBalance,LightGBM,none,variance,1990,none,0.7664615384615384,0.0620166039992326,0.805798319327731,0.04496261658367023,0.7847619047619048,0.09648704870029669,0.7927791461412151,0.06587811329860088,0.8296277056277057,0.05275103495725274,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 300, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.1, 'clf__reg_lambda': 10, 'clf__subsample': 0.8}",True,,True,0.7017543859649122,0.6266666666666667,0.8867924528301887,0.734375,0.7537890504175688,53,61,0.8867924528301887,0.45901639344262296,0.07583865521013688,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_NoBalance,LogisticRegression,none,variance,1990,none,0.5473846153846154,0.0634428410684786,0.5873846153846154,0.0653250407328274,0.76,0.2969474326842678,0.6319312070043778,0.1343582580510605,0.630008658008658,0.09212537177732363,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__penalty': 'l2'}",True,,True,0.4649122807017544,0.4649122807017544,1.0,0.6347305389221557,0.7163625115991339,53,61,1.0,1.0,-0.08635385359047587,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_NoBalance,SVM_RBF,none,variance,1990,none,0.5166153846153846,0.07742237952989436,0.34738461538461535,0.28392248296209466,0.6,0.48989794855663565,0.4399312070043777,0.3593462466705286,0.3704761904761905,0.10720992260214125,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.001}",True,,True,0.4649122807017544,0.4649122807017544,1.0,0.6347305389221557,0.25966594494277756,53,61,1.0,1.0,0.11081024553341295,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_NoBalance,MLP,none,variance,1990,none,0.5781538461538461,0.012738610181221181,0.5781538461538461,0.012738610181221181,1.0,0.0,0.732614133833646,0.010196172961886331,0.5182337662337662,0.09809846435397149,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100, 50), 'clf__learning_rate_init': 0.01}",True,,True,0.4649122807017544,0.4649122807017544,1.0,0.6347305389221557,0.4686050108258584,53,61,1.0,1.0,0.04962875540790773,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_smote,RandomForest,none,variance,1990,smote,0.7027692307692307,0.06435405027643752,0.7422418757712875,0.05157842946206254,0.7561904761904763,0.12470009373967932,0.7422964997964998,0.06981058155955261,0.7874458874458875,0.0672833678704229,"{'clf__class_weight': 'balanced', 'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 10, 'clf__n_estimators': 300}",True,,True,0.7280701754385965,0.6571428571428571,0.8679245283018868,0.7479674796747967,0.8184348901948655,53,61,0.8679245283018868,0.39344262295081966,-0.03098900274897798,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_smote,XGBoost,none,variance,1990,smote,0.7587692307692308,0.11231148571043485,0.8082142857142858,0.06534445622379664,0.759047619047619,0.18578997236718547,0.7726427569625326,0.13592795305881217,0.8212121212121211,0.07447397410572427,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__reg_alpha': 0, 'clf__reg_lambda': 10, 'clf__subsample': 0.8}",True,,True,0.6754385964912281,0.6111111111111112,0.8301886792452831,0.704,0.7711104237550263,53,61,0.8301886792452831,0.45901639344262296,0.05010169745709481,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_smote,LightGBM,none,variance,1990,smote,0.7658461538461538,0.08183921312386702,0.7983422459893048,0.04951638088042944,0.799047619047619,0.1254976488383172,0.7942772596332107,0.07936187645572272,0.8334199134199134,0.06856049587078614,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 300, 'clf__num_leaves': 31, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1, 'clf__subsample': 0.8}",True,,True,0.7105263157894737,0.6351351351351351,0.8867924528301887,0.7401574803149606,0.7568821527992576,53,61,0.8867924528301887,0.4426229508196721,0.07653776062065576,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_smote,LogisticRegression,none,variance,1990,smote,0.5944615384615385,0.058336708834430644,0.7587878787878788,0.13753169765702164,0.4742857142857142,0.09142857142857143,0.5709287749287749,0.07058373733908849,0.6482251082251083,0.06002541892678993,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2'}",True,,True,0.6228070175438597,0.6470588235294118,0.41509433962264153,0.5057471264367817,0.6959480358799875,53,61,0.41509433962264153,0.19672131147540983,-0.04772292765487929,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_smote,SVM_RBF,none,variance,1990,smote,0.4298461538461538,0.008290580667881528,0.2,0.4,0.013333333333333332,0.026666666666666665,0.025,0.05,0.5,0.0,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.001}",True,,True,0.5350877192982456,0.0,0.0,0.0,0.30389730900092793,53,61,0.0,0.0,0.19610269099907207,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_smote,MLP,none,variance,1990,smote,0.5166153846153846,0.07742237952989436,0.34738461538461535,0.28392248296209466,0.6,0.48989794855663565,0.4399312070043777,0.3593462466705286,0.5461298701298702,0.08483697068265872,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100, 50), 'clf__learning_rate_init': 0.01}",True,,True,0.4649122807017544,0.4649122807017544,1.0,0.6347305389221557,0.6690380451592948,53,61,1.0,1.0,-0.12290817502942453,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_undersample,RandomForest,none,variance,1990,undersample,0.7344615384615385,0.0748495927741864,0.8097863247863248,0.02217044839947785,0.700952380952381,0.1597730817181773,0.7426267281105992,0.10145414774194371,0.8466839826839827,0.09698680121260106,"{'clf__class_weight': 'balanced', 'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",True,,True,0.7017543859649122,0.6727272727272727,0.6981132075471698,0.6851851851851852,0.794463346736777,53,61,0.6981132075471698,0.29508196721311475,0.05222063594720572,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
