model,scaling,feature_selection,balancing,min_across_tasks,max_across_tasks,mean_across_tasks,std_across_tasks,range,n_tasks
LogisticRegression,standard,random_forest,smote,0.7424935064935065,1.0,0.8874152517905053,0.09072804869316693,0.25750649350649346,6
LogisticRegression,standard,f_classif,smote,0.7401385281385281,1.0,0.8861322407345424,0.09064249215533,0.2598614718614719,6
MLP,robust,none,undersample,0.7397229437229437,1.0,0.8997127121465027,0.08883451088552541,0.26027705627705633,6
LogisticRegression,standard,mutual_info,smote,0.7393246753246754,1.0,0.8862784622311476,0.09126727329764597,0.2606753246753246,6
MLP,standard,differential,none,0.7344761904761905,1.0,0.900084839348068,0.09222071776837776,0.2655238095238095,6
LogisticRegression,standard,none,none,0.7323809523809524,1.0,0.8715704957162759,0.09779284200943332,0.26761904761904765,6
LogisticRegression,standard,differential,undersample,0.7312727272727273,1.0,0.8801511755551971,0.09354631017768791,0.2687272727272727,6
LogisticRegression,standard,f_classif,none,0.7292294372294373,1.0,0.8853824669221089,0.09339438179192916,0.27077056277056266,6
LogisticRegression,robust,random_forest,smote,0.7276190476190475,1.0,0.8919479156819309,0.09604589000088998,0.2723809523809525,6
LogisticRegression,robust,random_forest,none,0.7254025974025975,1.0,0.8925595539016257,0.09633667655405742,0.2745974025974025,6
LogisticRegression,robust,mutual_info,none,0.7253679653679653,1.0,0.8965648180322093,0.09429770243942211,0.27463203463203467,6
LogisticRegression,standard,random_forest,none,0.7232900432900433,1.0,0.8863179658709689,0.09492560685171626,0.2767099567099567,6
MLP,standard,none,smote,0.7231861471861472,0.9875,0.8748490725083679,0.09476869531469882,0.2643138528138529,6
LogisticRegression,standard,variance,none,0.7224761904761905,1.0,0.8806384552361535,0.09615750425839652,0.2775238095238095,6
LogisticRegression,robust,random_forest,undersample,0.7224588744588745,1.0,0.8920719602346155,0.09549496478842982,0.27754112554112553,6
MLP,standard,differential,smote,0.7212294372294372,1.0,0.9045108535113652,0.09631926390107354,0.2787705627705628,6
MLP,standard,mutual_info,smote,0.7171341991341992,1.0,0.8974234901216999,0.10015571179697638,0.2828658008658008,6
LogisticRegression,standard,mutual_info,undersample,0.7165367965367965,1.0,0.8836604508777716,0.09731648830116851,0.28346320346320353,6
LogisticRegression,standard,variance,smote,0.716025974025974,1.0,0.881666296689954,0.0967333964630702,0.283974025974026,6
LogisticRegression,standard,f_classif,undersample,0.7132987012987013,1.0,0.8835359580521324,0.09682913045750169,0.2867012987012987,6
LogisticRegression,robust,none,none,0.7127965367965368,1.0,0.8822988403327278,0.09513608564727816,0.28720346320346324,6
MLP,robust,differential,smote,0.7103549783549783,1.0,0.8842041513473738,0.10162056770423832,0.2896450216450217,6
LogisticRegression,robust,variance,none,0.7101991341991342,1.0,0.875653048131018,0.10156040585739162,0.28980086580086584,6
LogisticRegression,standard,none,smote,0.7092987012987013,1.0,0.8705825801081555,0.10433967034172226,0.2907012987012987,6
MLP,robust,variance,smote,0.7083636363636363,1.0,0.8695721928894388,0.11216555036377208,0.2916363636363637,6
LogisticRegression,standard,mutual_info,none,0.7067532467532468,1.0,0.8797624716147734,0.10044331056661673,0.2932467532467532,6
MLP,standard,mutual_info,none,0.7063376623376623,1.0,0.8911392775312214,0.10447367450905864,0.29366233766233774,6
LogisticRegression,none,f_classif,none,0.7052121212121213,1.0,0.8764946371474505,0.11253074289363646,0.2947878787878787,6
MLP,robust,random_forest,undersample,0.704969696969697,1.0,0.8794518254860217,0.10191374952421813,0.295030303030303,6
LogisticRegression,robust,variance,smote,0.7048831168831169,1.0,0.8755094097956344,0.10429811588381499,0.2951168831168831,6
LogisticRegression,robust,none,smote,0.7044502164502164,1.0,0.8780928271785049,0.09804005449040444,0.29554978354978356,6
LogisticRegression,none,f_classif,smote,0.7040346320346321,1.0,0.8765373733257364,0.11288140727158137,0.2959653679653679,6
LogisticRegression,robust,mutual_info,undersample,0.7002424242424242,1.0,0.8841943861383053,0.10458418483892505,0.2997575757575758,6
MLP,robust,f_classif,smote,0.7001904761904763,1.0,0.8888452025099084,0.0955608531065853,0.29980952380952375,6
LogisticRegression,robust,f_classif,none,0.6994458874458875,1.0,0.8954472613916348,0.10168452032702634,0.30055411255411246,6
LogisticRegression,robust,differential,smote,0.6986320346320347,1.0,0.8886067371815454,0.10529136126981742,0.3013679653679653,6
LogisticRegression,robust,f_classif,smote,0.6981125541125541,1.0,0.8929409654000446,0.10301886458584289,0.30188744588744587,6
LogisticRegression,none,f_classif,undersample,0.6976103896103897,1.0,0.8755028200131781,0.1145422373265845,0.3023896103896103,6
LogisticRegression,log,differential,smote,0.6953593073593073,1.0,0.869011845307815,0.11246945747366166,0.3046406926406927,6
LogisticRegression,none,differential,smote,0.6953593073593073,1.0,0.866133050524355,0.11351733296815927,0.3046406926406927,6
MLP,robust,random_forest,smote,0.6946493506493507,1.0,0.8845557835883923,0.10617253306451874,0.30535064935064926,6
MLP,robust,f_classif,undersample,0.693974025974026,1.0,0.8918003492812957,0.10564896098070303,0.306025974025974,6
MLP,standard,mutual_info,undersample,0.6901125541125541,1.0,0.8823410352186479,0.11037841793840904,0.3098874458874459,6
MLP,robust,mutual_info,none,0.6898874458874458,1.0,0.8817873079605817,0.11466831912274907,0.31011255411255423,6
MLP,robust,mutual_info,smote,0.6886926406926408,1.0,0.8817417428612419,0.11830786527032718,0.3113073593073592,6
LogisticRegression,log,f_classif,none,0.6886233766233766,1.0,0.8605113267664418,0.11934468641917377,0.3113766233766234,6
MLP,standard,variance,smote,0.6884329004329005,1.0,0.8751888627144381,0.10753890178870529,0.3115670995670995,6
LogisticRegression,log,differential,none,0.6845367965367966,1.0,0.8677965708630669,0.11601376732823622,0.31546320346320345,6
LogisticRegression,none,differential,none,0.6845367965367966,1.0,0.8684680497110165,0.11568027265534586,0.31546320346320345,6
MLP,standard,variance,undersample,0.6841904761904762,1.0,0.8713513078033274,0.10815719606966481,0.31580952380952376,6
MLP,robust,differential,undersample,0.6832727272727273,1.0,0.8862295831361577,0.10768811134745356,0.31672727272727275,6
LogisticRegression,log,differential,undersample,0.681021645021645,1.0,0.8655177671859257,0.11678308464762398,0.318978354978355,6
LogisticRegression,none,differential,undersample,0.681021645021645,1.0,0.8624177290863947,0.11729443873934352,0.318978354978355,6
LogisticRegression,log,random_forest,smote,0.6807965367965367,1.0,0.8514628424999269,0.11940659131562563,0.31920346320346327,6
LogisticRegression,none,random_forest,smote,0.6807965367965367,1.0,0.849149476127737,0.12443727147710229,0.31920346320346327,6
MLP,standard,none,none,0.6807186147186147,1.0,0.866873644321369,0.10822624758971257,0.3192813852813853,6
MLP,robust,variance,none,0.6791688311688312,1.0,0.860790720360537,0.11944192230428471,0.3208311688311688,6
MLP,robust,f_classif,none,0.6781298701298702,1.0,0.8808055278381586,0.11247671475677821,0.32187012987012975,6
LogisticRegression,robust,f_classif,undersample,0.678060606060606,1.0,0.8928580847115374,0.10784936858693554,0.32193939393939397,6
LogisticRegression,robust,differential,none,0.6766060606060607,1.0,0.8846963179616633,0.11302108461323933,0.32339393939393934,6
LogisticRegression,log,f_classif,smote,0.6761558441558442,1.0,0.8602819347461291,0.12176312585616075,0.3238441558441558,6
MLP,robust,random_forest,none,0.6729004329004329,1.0,0.8857572023236324,0.11171899776303157,0.3270995670995671,6
LogisticRegression,log,mutual_info,smote,0.6724502164502164,1.0,0.8620857988478811,0.12704890194618623,0.3275497835497836,6
LogisticRegression,standard,variance,undersample,0.670060606060606,1.0,0.862008548018959,0.10935038520300332,0.329939393939394,6
LogisticRegression,robust,variance,undersample,0.6687445887445886,1.0,0.8656731172917521,0.11046170747068712,0.33125541125541136,6
LogisticRegression,robust,differential,undersample,0.6687099567099567,1.0,0.880506690543193,0.11396641523731493,0.3312900432900433,6
LogisticRegression,robust,none,undersample,0.6675670995670996,1.0,0.8722093328692323,0.11099690805626945,0.3324329004329004,6
MLP,standard,variance,none,0.6673419913419913,1.0,0.8687012515527641,0.11345640906169899,0.33265800865800865,6
LogisticRegression,log,f_classif,undersample,0.665004329004329,1.0,0.8576481923873228,0.12482087546556406,0.33499567099567096,6
LogisticRegression,none,none,smote,0.653160173160173,1.0,0.8438210864157156,0.1304572263302866,0.34683982683982695,6
LogisticRegression,none,variance,smote,0.653160173160173,1.0,0.8395945339320637,0.1313946817696746,0.34683982683982695,6
LogisticRegression,log,variance,smote,0.653160173160173,1.0,0.8275196607172312,0.13841214773214736,0.34683982683982695,6
LogisticRegression,log,none,smote,0.653160173160173,1.0,0.8446037453089222,0.13081181390564517,0.34683982683982695,6
MLP,robust,mutual_info,undersample,0.6515844155844155,1.0,0.87700872135821,0.12255827761375236,0.3484155844155845,6
LogisticRegression,none,mutual_info,none,0.6507878787878788,1.0,0.8524856800630457,0.13657217325198243,0.3492121212121212,6
MLP,none,differential,undersample,0.6482943722943724,0.9776370005473456,0.7820279761221555,0.12257203888189323,0.3293426282529732,6
MLP,log,differential,undersample,0.6482943722943724,0.98471943076081,0.7927357818616043,0.1376939992232325,0.33642505846643767,6
LogisticRegression,log,mutual_info,none,0.6455584415584414,1.0,0.855202224550624,0.1322020374437494,0.35444155844155856,6
MLP,robust,differential,none,0.6403463203463204,1.0,0.8803386262279463,0.12229319825991498,0.35965367965367956,6
MLP,robust,variance,undersample,0.6330562770562771,0.95,0.8652084577668006,0.11024005865033039,0.31694372294372286,6
LogisticRegression,log,none,none,0.6313073593073593,1.0,0.8386725319499594,0.13679383746261684,0.36869264069264074,6
LogisticRegression,none,none,none,0.6313073593073593,1.0,0.8421514995022027,0.1359027033091316,0.36869264069264074,6
LogisticRegression,log,variance,none,0.6313073593073593,1.0,0.8269283280657961,0.14294876887774058,0.36869264069264074,6
LogisticRegression,none,variance,none,0.6313073593073593,1.0,0.837719911041456,0.13533143666754416,0.36869264069264074,6
MLP,standard,none,undersample,0.6280346320346321,1.0,0.8642134657922912,0.12445584668263411,0.37196536796536794,6
LogisticRegression,none,mutual_info,smote,0.6263376623376623,1.0,0.8433221175670025,0.14295831551344118,0.3736623376623377,6
MLP,robust,none,none,0.6253506493506493,1.0,0.8592014286876267,0.12465369915101177,0.3746493506493507,6
LogisticRegression,log,random_forest,none,0.6212467532467534,0.9996190476190476,0.8436995901938357,0.13413655441078673,0.37837229437229425,6
LogisticRegression,none,random_forest,none,0.6212467532467534,1.0,0.8401582377554244,0.13846444306686184,0.3787532467532466,6
LogisticRegression,log,mutual_info,undersample,0.621004329004329,1.0,0.8434408023269255,0.1398668408314622,0.378995670995671,6
MLP,robust,none,smote,0.620969696969697,1.0,0.8679728045469733,0.12749686537356858,0.37903030303030305,6
LogisticRegression,log,random_forest,undersample,0.62008658008658,1.0,0.8415977075638201,0.14099931022164297,0.37991341991342,6
LogisticRegression,none,random_forest,undersample,0.62008658008658,1.0,0.836244048151337,0.14057071769978216,0.37991341991342,6
LogisticRegression,standard,none,undersample,0.6173593073593074,1.0,0.8559391486469977,0.12629878610966716,0.38264069264069256,6
LogisticRegression,none,variance,undersample,0.6164848484848485,1.0,0.8287899940221397,0.1396276293110654,0.3835151515151515,6
LogisticRegression,none,none,undersample,0.6164848484848485,1.0,0.8249500320721372,0.14122273371697192,0.3835151515151515,6
LogisticRegression,log,variance,undersample,0.6164848484848485,1.0,0.8210288061753536,0.14648086415159847,0.3835151515151515,6
LogisticRegression,log,none,undersample,0.6164848484848485,1.0,0.8360555891962541,0.14165975735503042,0.3835151515151515,6
LogisticRegression,none,mutual_info,undersample,0.6156363636363636,0.990391242474001,0.8377392458847526,0.1414127981946651,0.37475487883763736,6
MLP,log,f_classif,undersample,0.6115497835497836,0.95,0.8118557679763606,0.12156448009695106,0.33845021645021633,6
MLP,none,f_classif,undersample,0.5907186147186148,0.956135741652983,0.7734632957528275,0.13583396386442473,0.36541712693436823,6
MLP,none,differential,none,0.58,0.9654857142857144,0.7863291021425294,0.13818327957262097,0.38548571428571443,6
MLP,none,f_classif,none,0.5790822510822512,0.9643809523809524,0.7853835547799743,0.12990879129419175,0.38529870129870125,6
MLP,log,differential,none,0.5787012987012987,0.990888669950739,0.787757237045715,0.14199836661557644,0.41218737124944027,6
MLP,none,mutual_info,none,0.5727272727272728,0.9603623426382046,0.7719924129142424,0.1334369869306444,0.3876350699109319,6
MLP,none,f_classif,smote,0.571099567099567,0.9864608648056924,0.7772346887996195,0.15187776815515,0.4153612977061254,6
MLP,none,random_forest,none,0.5686753246753248,0.9643809523809524,0.7717865895471395,0.12769820270519702,0.39570562770562767,6
MLP,log,random_forest,none,0.5686753246753248,0.996183908045977,0.7725386281609934,0.14260255216752382,0.42750858337065223,6
MLP,log,random_forest,smote,0.5627012987012987,0.9982835249042143,0.786429843996208,0.15945222264288958,0.43558222620291565,6
MLP,none,random_forest,smote,0.5627012987012987,0.9886344827586206,0.780193088103164,0.1599869267965196,0.42593318405732195,6
MLP,log,f_classif,none,0.5584848484848484,0.9967619047619048,0.7653528073233956,0.15079852805298827,0.4382770562770565,6
MLP,none,variance,smote,0.5584242424242424,0.9525582922824304,0.7726157822319961,0.15267988519361433,0.394134049858188,6
MLP,log,variance,smote,0.5584242424242424,0.997137383689108,0.7386554849978654,0.1528514078949941,0.4387131412648656,6
SVM_RBF,robust,random_forest,none,0.5574891774891776,0.998816858237548,0.7320965881784253,0.15681348101065753,0.44132768074837037,6
MLP,log,mutual_info,undersample,0.5560865800865801,1.0,0.788400211497191,0.16705963918168795,0.4439134199134199,6
MLP,none,none,undersample,0.5554112554112555,0.9375,0.7126916613728943,0.1294683350263679,0.38208874458874453,6
MLP,log,none,undersample,0.5554112554112555,0.8513379310344827,0.7123289717523954,0.10735291140857274,0.2959266756232273,6
MLP,log,differential,smote,0.5471861471861471,0.9980919540229884,0.7911179829592166,0.16547919261675892,0.45090580683684134,6
MLP,none,differential,smote,0.5471861471861471,0.9809184455391352,0.777326872822265,0.15664907996916874,0.4337322983529881,6
MLP,log,random_forest,undersample,0.5415930735930735,0.9945882868089764,0.802066205744718,0.15359699366868687,0.45299521321590286,6
MLP,none,random_forest,undersample,0.5415930735930735,0.9873142857142858,0.7726330326110378,0.1466650833486646,0.4457212121212123,6
MLP,log,variance,undersample,0.5382510822510822,0.9612886699507388,0.7550717751220176,0.13977952260495882,0.4230375876996566,6
MLP,none,variance,undersample,0.5382510822510822,0.9875,0.7655307845259561,0.13773047470581035,0.44924891774891784,6
MLP,log,f_classif,smote,0.5378354978354979,0.998856048166393,0.7829532945945329,0.17772065926477987,0.46102055033089506,6
MLP,log,mutual_info,smote,0.5369523809523811,0.9988505747126436,0.7702475312925309,0.16322723261804006,0.46189819376026253,6
SVM_RBF,robust,random_forest,undersample,0.5314685314685315,0.9955395730706076,0.7265667337253588,0.17980020041064856,0.46407104160207613,6
MLP,log,mutual_info,none,0.5313593073593074,0.990831964969896,0.7486048350348993,0.17112343290136192,0.45947265761058864,6
SVM_RBF,robust,random_forest,smote,0.5223776223776224,1.0,0.7455813290556215,0.20576915752477257,0.4776223776223776,6
MLP,none,none,none,0.5182337662337663,0.9125,0.7246394864584124,0.12189694460628316,0.3942662337662337,6
MLP,log,none,none,0.5182337662337663,0.8144855144855144,0.6913201660335138,0.09411342533782009,0.29625174825174816,6
MLP,log,variance,none,0.5182337662337662,0.9882513409961684,0.767822066298506,0.15285509586239476,0.47001757476240225,6
MLP,none,variance,none,0.5182337662337662,0.95,0.7403666251240993,0.12732558402142757,0.4317662337662338,6
MLP,none,none,smote,0.5152900432900432,0.9125,0.7486454285491678,0.14457133229924524,0.39720995670995674,6
MLP,log,none,smote,0.5152900432900432,0.9967586206896552,0.7380650028333465,0.15870051470839858,0.4814685773996119,6
MLP,none,mutual_info,smote,0.5029437229437229,0.997809523809524,0.7612609878754379,0.1770390491848254,0.4948658008658011,6
MLP,none,mutual_info,undersample,0.496917748917749,0.9530375478927204,0.7606249771075527,0.15200741133440168,0.45611979897497146,6
SVM_RBF,robust,variance,smote,0.4937062937062936,1.0,0.7064930935916603,0.2153051572274568,0.5062937062937064,6
SVM_RBF,robust,variance,undersample,0.4904347826086956,0.9436545155993432,0.6890638863189706,0.19432439143392835,0.4532197329906476,6
SVM_RBF,robust,none,undersample,0.4878260869565217,0.963791680350301,0.6376835130189439,0.18634579411062296,0.47596559339377936,6
SVM_RBF,robust,none,smote,0.4642857142857142,0.9780262725779968,0.6463456539271647,0.19226591429820997,0.5137405582922826,6
SVM_RBF,robust,variance,none,0.4580919080919081,0.97003842364532,0.6949375212748173,0.2201526986031767,0.511946515553412,6
SVM_RBF,robust,none,none,0.4375,0.9862605363984672,0.620366194164545,0.2145002087719613,0.5487605363984672,6
SVM_RBF,robust,differential,smote,0.4125,0.9980168582375478,0.6797388246149071,0.19148498709496553,0.5855168582375478,6
SVM_RBF,robust,differential,undersample,0.4125,0.9950443349753696,0.6724409157098988,0.1926151640470326,0.5825443349753696,6
SVM_RBF,robust,differential,none,0.4125,0.9980168582375478,0.6467010138181449,0.20383258136543145,0.5855168582375478,6
SVM_RBF,standard,random_forest,smote,0.4,0.9967487684729064,0.7822152027035395,0.21031336743937457,0.5967487684729064,6
SVM_RBF,standard,random_forest,undersample,0.4,0.9944707170224412,0.7842965261107734,0.20312647150487675,0.5944707170224411,6
SVM_RBF,standard,random_forest,none,0.4,0.996943623426382,0.7918837813436103,0.2019191724174144,0.596943623426382,6
SVM_RBF,none,random_forest,undersample,0.3067562582345191,0.5,0.45262676453980805,0.07320976169391111,0.19324374176548093,6
SVM_RBF,log,random_forest,undersample,0.3067562582345191,0.9994274767378216,0.5685726964345229,0.24650923499823252,0.6926712185033026,6
SVM_RBF,none,mutual_info,undersample,0.3059565217391304,0.5,0.4589148315452663,0.07103727544639866,0.1940434782608696,6
SVM_RBF,none,differential,undersample,0.3009591567852437,0.5,0.44360863291298075,0.08159236068527202,0.1990408432147563,6
SVM_RBF,none,variance,undersample,0.2994683794466403,0.5,0.45203260869565215,0.07530409019005313,0.2005316205533597,6
SVM_RBF,log,variance,undersample,0.2992872200263504,0.9982476190476192,0.5697659075224293,0.2456700900440582,0.6989603990212687,6
SVM_RBF,none,none,undersample,0.2960540184453227,0.5,0.45126152832674576,0.0765625017849466,0.2039459815546773,6
SVM_RBF,none,mutual_info,none,0.2946877470355731,0.6068931068931069,0.4857670831583875,0.09357115405467133,0.31220535985753384,6
SVM_RBF,none,variance,none,0.2938537549407115,0.5,0.43761143445926054,0.07896559591715051,0.20614624505928852,6
SVM_RBF,none,random_forest,none,0.2920698287220026,0.5,0.4219035240122197,0.08822449676127317,0.2079301712779974,6
SVM_RBF,log,random_forest,none,0.2920698287220026,0.999616858237548,0.5424786359260739,0.26971330517995784,0.7075470295155454,6
SVM_RBF,none,f_classif,undersample,0.2918241106719367,0.5,0.449517582658887,0.07854719399627376,0.2081758893280633,6
SVM_RBF,none,none,none,0.2917061923583662,0.5,0.4367181538268494,0.08007526083501774,0.2082938076416338,6
SVM_RBF,none,differential,none,0.291494071146245,0.5823176823176823,0.49175361836231407,0.09637368571268062,0.29082361117143735,6
SVM_RBF,none,f_classif,none,0.290790513833992,0.5491948051948052,0.46688733006124306,0.08276950284197708,0.2584042913608132,6
SVM_RBF,log,random_forest,smote,0.2881118881118881,0.999616858237548,0.5475916082762585,0.2657202993412068,0.7115049701256599,6
SVM_RBF,none,random_forest,smote,0.2881118881118881,0.5,0.430683997162258,0.09805402237375054,0.2118881118881119,6
SVM_RBF,none,differential,smote,0.2867132867132867,0.5,0.42933210026688284,0.09994224739199425,0.21328671328671328,6
SVM_RBF,none,variance,smote,0.286699604743083,0.5,0.4296014492753623,0.09956600090429424,0.21330039525691702,6
SVM_RBF,none,none,smote,0.2849156785243741,0.5,0.42883792777271035,0.10064259714624445,0.2150843214756259,6
SVM_RBF,none,f_classif,smote,0.2808498023715415,0.5,0.42792718151413806,0.10194041086035263,0.2191501976284585,6
SVM_RBF,none,mutual_info,smote,0.2531468531468531,0.5,0.424479020979021,0.10744332187569665,0.2468531468531469,6
SVM_RBF,log,f_classif,undersample,0.2125,0.9990476190476192,0.5501723657842584,0.27595655676665953,0.7865476190476192,6
SVM_RBF,standard,differential,none,0.20625,0.9979787629994524,0.7541246668701227,0.26509530634739614,0.7917287629994525,6
SVM_RBF,standard,differential,smote,0.20625,0.9962666666666667,0.7368865903278308,0.264483040362736,0.7900166666666668,6
SVM_RBF,robust,mutual_info,undersample,0.20625,0.9950443349753696,0.656122178855676,0.23479630954959055,0.7887943349753697,6
SVM_RBF,log,mutual_info,none,0.2,0.9996179529282978,0.5415298303066184,0.28949413006142877,0.7996179529282978,6
SVM_RBF,log,mutual_info,smote,0.2,0.9996190476190476,0.5154249532791731,0.2960158417611884,0.7996190476190477,6
SVM_RBF,log,mutual_info,undersample,0.2,0.9990465243568692,0.5461218239906837,0.28027711841954234,0.7990465243568692,6
SVM_RBF,standard,variance,undersample,0.2,0.8612368024132729,0.6313529329189264,0.21308325031576786,0.6612368024132729,6
SVM_RBF,standard,differential,undersample,0.2,0.995351286261631,0.7475216299534053,0.2599728765066626,0.795351286261631,6
SVM_RBF,robust,mutual_info,none,0.2,0.9988549534756432,0.6493875854590644,0.24150105395835963,0.7988549534756433,6
SVM_RBF,robust,mutual_info,smote,0.2,0.9980549534756432,0.6898116486933579,0.2421466691714335,0.7980549534756431,6
SVM_RBF,standard,mutual_info,undersample,0.2,0.995728954570334,0.7380229574737159,0.2634254601641945,0.7957289545703339,6
SVM_RBF,standard,mutual_info,smote,0.2,0.9960718117131911,0.7349595090011881,0.2577400047803763,0.7960718117131911,6
SVM_RBF,standard,mutual_info,none,0.2,0.9981714285714286,0.747087968553186,0.2667148768733024,0.7981714285714285,6
SVM_RBF,log,variance,smote,0.19375,0.9993893814997262,0.4978287748758315,0.28267139518915224,0.8056393814997262,6
SVM_RBF,standard,f_classif,none,0.1125,0.9969414340448824,0.7017369442772035,0.2806855279191269,0.8844414340448824,6
SVM_RBF,standard,f_classif,smote,0.1125,0.995408866995074,0.7063703339266881,0.282227652698521,0.882908866995074,6
SVM_RBF,log,variance,none,0.08125,0.9992380952380951,0.49726120543991376,0.3062578472011161,0.9179880952380951,6
SVM_RBF,standard,f_classif,undersample,0.075,0.9897795292829776,0.6898853414611508,0.29093299240951354,0.9147795292829777,6
SVM_RBF,standard,variance,none,0.0375,0.995424192665572,0.6752272009142765,0.3062216827447651,0.957924192665572,6
SVM_RBF,standard,variance,smote,0.0375,0.9943150519978108,0.6872751867412815,0.311955998287,0.9568150519978108,6
SVM_RBF,standard,none,undersample,0.025,0.7996201423097975,0.5922080043225206,0.27972581672798186,0.7746201423097975,6
SVM_RBF,standard,none,smote,0.025,0.9971319102353584,0.6764654916604824,0.31558416832536756,0.9721319102353584,6
SVM_RBF,standard,none,none,0.025,0.995216201423098,0.6644721164560877,0.3178560479598753,0.970216201423098,6
SVM_RBF,log,f_classif,none,0.0125,1.0,0.5846173429440693,0.33187530252538505,0.9875,6
SVM_RBF,log,f_classif,smote,0.0125,1.0,0.4956630737832784,0.3360650561652794,0.9875,6
SVM_RBF,log,differential,none,0.0,0.999809523809524,0.5450301245358791,0.3283165840141778,0.999809523809524,6
SVM_RBF,log,differential,smote,0.0,1.0,0.4826643297026929,0.33914551622751354,1.0,6
SVM_RBF,log,differential,undersample,0.0,1.0,0.4973936953214447,0.33258712162497484,1.0,6
SVM_RBF,robust,f_classif,undersample,0.0,0.9924700602079912,0.5920674558468808,0.3146646586927105,0.9924700602079912,6
SVM_RBF,robust,f_classif,smote,0.0,0.9938850574712644,0.6495533030604245,0.31731034334554664,0.9938850574712644,6
SVM_RBF,robust,f_classif,none,0.0,0.993049151614669,0.5964410584440922,0.3117169309251483,0.993049151614669,6
SVM_RBF,log,none,undersample,0.0,0.9984750957854406,0.5063577821217824,0.3312452677450559,0.9984750957854406,6
SVM_RBF,log,none,smote,0.0,0.999007334428024,0.4754390747625998,0.33298719417057454,0.999007334428024,6
SVM_RBF,log,none,none,0.0,0.9992359058565954,0.47875080983060075,0.3222359215383799,0.9992359058565954,6
